String ID,Dev Notes / Context,Character Limit,Text,
Where can I store my items?,"User Interface, interaction with NPC",1400,Où stocker mes objets ?,
Where do you come from?,"User Interface, interaction with NPC",1400,D'où tu viens ?,
Who am I? Who are you - NPC Dialogue,"User Interface, interaction with NPC",1400,Qui je suis ? Qui es-tu,
Who are you and why are you here?,"User Interface, interaction with NPC",1400,Qui es-tu et pourquoi t'es ici ?,
Who are you?,"User Interface, interaction with NPC",1400,Qui es-tu ?,
Who told you about this - NPC Dialogue,"User Interface, interaction with NPC",1400,Qui t'a parlé de ça,
Why all these soldiers? What are you still doing here?,"User Interface, interaction with NPC",1400,Pourquoi tous ces soldats ? Qu'est-ce que tu fais encore ici ?,
Why am I always the only one doing these missions?,"User Interface, interaction with NPC",1400,Pourquoi je suis toujours le seul à faire ces missions ?,
Why are you so rude?,"User Interface, interaction with NPC",1400,Pourquoi t'es si grossier ?,
Why can't I go through?,"User Interface, interaction with NPC",1400,Pourquoi je peux pas passer ?,
"Yeah, he used to be nicer before he became an Army Special Agent - NPC Dialogue","User Interface, interaction with NPC",1400,"Ouais, il était plus sympa avant d'être agent spécial armée",
"Yes, no mutant or bandit has ever made it through that door","User Interface, interaction with NPC",1400,"Oui, aucun mutant ou bandit n'est passé par cette porte",
"You're not a man of many words, I see.","User Interface, interaction with NPC",1400,"T'es pas bavard, je vois.",
"You're not the only one, you're just the one coming back alive right now - NPC Dialogue","User Interface, interaction with NPC",1400,"T'es pas le seul, t'es juste celui qui revient vivant pour l'instant",
Any interesting news?,"User Interface, interaction with NPC",1400,Des nouvelles intéressantes ?,
"This is none of your business, Hunter?","User Interface, interaction with NPC",1400,"Ça te regarde pas, Chasseur ?",
"Well, obviously a little bit - NPC Dialogue","User Interface, interaction with NPC",1400,"Ben, un peu évidemment",
Nah! I am prepared!\nThe only thing that can scare me is running out of vodka! Haha,"User Interface, interaction with NPC",1400,Nan ! Je suis prêt !\nLa seule chose qui me fait peur c'est de manquer de vodka ! Haha,
Well I'm sorry but I can't help you.\nI generally prefer to mind my own business.,"User Interface, interaction with NPC",1400,Désolé mais je peux pas t'aider.\nJe préfère m'occuper de mes affaires.,
I heard that an old man lives in the Forest - NPC Dialogue,"User Interface, interaction with NPC",1400,J'ai entendu qu'un vieux vit dans la forêt,
Try to be careful if you go to the village - NPC Dialogue,"User Interface, interaction with NPC",1400,Fais gaffe si tu vas au village,
"Sorry, I don't have any...","User Interface, interaction with NPC",1400,"Désolé, j'en ai pas...",
I heard that a strange guy lives in Makeshift Camp. I can't remember the name but they said he's kind of crazy.,"User Interface, interaction with NPC",1400,J'ai entendu qu'un type bizarre vit au camp improvisé. J'oublie le nom mais ils disent qu'il est cinglé.,
Yulian Borisov,NPC name,48,Yulian Borisov,
Zhukov,NPC name,48,Zhukov,
Tikhon,NPC name,48,Tikhon,
Toma,NPC name,48,Toma,
Trade,Trade with an NPC,48,Troc,
Vadim,NPC name,48,Vadim,
Vinogradov,NPC name,48,Vinogradov,
Vladimir,NPC name,48,Vladimir,
The guide,NPC name,48,Le Guide,
Osipov,NPC name,48,Osipov,
Rostya,NPC name,48,Rostya,
Sergeev,NPC name,48,Sergeev,
Smirnov,NPC name,48,Smirnov,
Spiridon,NPC name,48,Spiridon,
Stepan,NPC name,48,Stepan,
Task,"Synonym for quest, used in dialogue",48,Tâche,
Solovev,NPC name,48,Solovev,
Pushkin,NPC name,48,Pushkin,
Popo,NPC name,48,Popo,
Nikitin,NPC name,48,Nikitin,
Nikolaev,NPC name,48,Nikolaev,
Mr. Gears,NPC name,48,M. Gears,
Koloda,NPC name,48,Koloda,
Kuzmin,NPC name,48,Kuzmin,
Lebedev,NPC name,48,Lebedev,
Ludmil,NPC name,48,Ludmil,
Lyosha,NPC name,48,Lyosha,
Makarov,NPC name,48,Makarov,
Markus,NPC name,48,Markus,
Isidor,NPC name,48,Isidor,
Inna,NPC name,48,Inna,
Iov,NPC name,48,Iov,
Ipatiy,NPC name,48,Ipatiy,
Frolov,NPC name,48,Frolov,
Gedeon,NPC name,48,Gedeon,
Ermolai,NPC name,48,Ermolai,
Alexeev,NPC name,48,Alexeev,
Alyosha Egorov,NPC name,48,Alyosha Egorov,
Anatolii,NPC name,48,Anatolii,
Quest,"User Interface, quests",16,Quête,
completed,"User Interface, quests",16,terminée,
completed!,"User Interface, quests",16,terminée !,
Lights mode,"User Interface, lights mode",32,Mode lumières,
Lights timer,"User Interface, lights timer",32,Minuteur lumières,
Lights 1 - color,"User Interface, lights color",32,Lumières 1 - couleur,
Lights 2 - color,"User Interface, lights color",32,Lumières 2 - couleur,
survived,"User Interface, exit screen",40,survécu,
killed in action,"User Interface, exit screen",40,tué au combat,
experience,"User Interface, exit screen",40,expérience,
Current,"User Interface, exit screen",40,Actuel,
current,"User Interface, exit screen",40,actuel,
Next Level,"User Interface, exit screen",40,Niveau suivant,
next level,"User Interface, exit screen",40,niveau suivant,
skip,"User Interface, exit screen",40,passer,
Approx roubles made,"User Interface, exit screen",64,Roubles approx. gagnés,
Killed by,"User Interface, exit screen",40,Tué par,
Show difficulty settings,"User Interface, exit screen",64,Afficher paramètres difficulté,
Stash,Interfactions,48,Cache,
Talk,Interfactions,48,Parler,
Sleep,Interfactions,48,Dormir,
Enter,Interfactions,48,Entrer,
Interact,Interfactions,48,Interagir,
Investigate,Interfactions,48,Enquêter,
Open,Interfactions,48,Ouvrir,
Jam,Interfactions,48,Enrayer,
Fix,Interfactions,48,Réparer,
Mark,Interfactions,48,Marquer,
place analyzer,Interfactions,48,placer analyseur,
Activate GPS,Interfactions,48,Activer GPS,
Open the valve,Interfactions,48,Ouvrir vanne,
Place dynamite,Interfactions,48,Placer dynamite,
Turn on lights,Interfactions,48,Allumer lumières,
Open the valve,Interfactions,48,Ouvrir vanne,
Read,Interfactions,48,Lire,
Open the valve,Interfactions,48,Ouvrir vanne,
Rip out the tongue and eyes,Interfactions,48,Arracher langue et yeux,
Switch ON/OFF,Interfactions,48,Activer/Désactiver,
Change color 1,Interfactions,48,Changer couleur 1,
Change color 2,Interfactions,48,Changer couleur 2,
Change mode,Interfactions,48,Changer mode,
Change timer,Interfactions,48,Changer minuteur,
Give Milk,Interfactions,48,Donner lait,
Fatigue,Player Status,48,Fatigue,
Well rested,Player Status,48,Bien reposé,
Not tired,Player Status,48,Pas fatigué,
Sleepy,Player Status,48,Somnolent,
Tired,Player Status,48,Fatigué,
Very tired,Player Status,48,Très fatigué,
Hunger,Player Status,48,Faim,
Full,Player Status,48,Rassasié,
Not hungry,Player Status,48,Pas faim,
Slightly hungry,Player Status,48,Légèrement faim,
Hungry,Player Status,48,Faim,
Starving,Player Status,48,Affamé,
Thirst,Player Status,48,Soif,
Well hydrated,Player Status,48,Bien hydraté,
Not thirsty,Player Status,48,Pas soif,
Slightly thirsty,Player Status,48,Légèrement soif,
Thirsty,Player Status,48,Soif,
Dehydrated,Player Status,48,Déshydraté,
Radiation,Player Status,48,Radiation,
Not irradiated,Player Status,48,Non irradié,
Slightly irradiated,Player Status,48,Légèrement irradié,
Irradiated,Player Status,48,Irradié,
Dangerously irradiated,Player Status,48,Irradié dangereusement,
Fatal irradiated,Player Status,48,Irradié fatal,
MAP,PDA Icons,20,CARTE,
QUEST,Player Status,20,QUÊTE,
STAT,Player Status,20,STAT,
RELATIONS,Player Status,20,RELATIONS,
SKILL TREE,Player Status,20,ARBRE COMPÉTENCES,
BASE,Player Status,20,BASE,
"Welcome to the bunker ZERO Sievert, one of the last safe places in Zakov",Tutorial,256,"Bienvenue au bunker ZERO Sievert, l'un des derniers endroits sûrs à Zakov",
"In this place you'll be able to accept new missions, trade with vendors and manage your equipment.\nBefore you go out on a hunt I suggest you explore the bunker",Tutorial,256,"Ici tu peux accepter missions, troquer avec marchands et gérer équipement.\nAvant de chasser, explore le bunker",
"Go talk to the barman, he will surely have some quests to give you.\nAlso he will explain what happened at Zakov",Tutorial,256,"Va parler au barman, il a sûrement des quêtes.\nIl t'expliquera aussi ce qui s'est passé à Zakov",
"In order to leave the bunker and go on a hunt, you need to talk to the train conductor.\nHe is located to the south, outside the bunker. Before leaving ask him a few questions, he will explain how to extract from the maps",Tutorial,256,"Pour quitter le bunker et chasser, parle au conducteur de train.\nIl est au sud, dehors. Pose-lui des questions, il expliquera l'extraction des cartes",
"There is a room in the bunker that you can use as a base, to the left of the barman.\nYou'll be able to use the workstation to craft new items, use the crates as storage, and build modules.",Tutorial,256,"Y a une pièce à gauche du barman pour base.\nUtilise l'atelier pour fabriquer, caisses pour stockage, construis modules.",
"By accessing your personal device [J] you will be able to see your position, current missions, install new modules and other things.",Tutorial,256,"Avec ton appareil personnel [J] tu vois position, missions, installes modules, etc.",
"Press [TAB] to access your inventory and equip the backpack.\nIf you need information on the game mechanics, consult the tutorial by pressing [ESC].\nGood luck hunter!",Tutorial,256,Appuie [TAB] pour inventaire et équiper sac.\nInfos mécaniques : tutoriel avec [ESC].\nBonne chance chasseur !,
Scientists,Factions,24,Scientifiques,
Loners,Factions,24,Solitaires,
Bandit,Factions,24,Bandit,
Mercenary,Factions,24,Mercenaire,
Green Army,Factions,24,Armée verte,
Player,Factions,24,Joueur,
MAX HP,Injector stats,16,PV MAX,
Max HP,Injector stats,16,PV max,
HP Regen/s,Injector stats,16,Régén PV/s,
HP Regen,Injector stats,16,Régén PV,
Health,Injector stats,16,Santé,
Bleed,Injector stats,16,Saignement,
Bleed Rec,Injector stats,16,Récup saignement,
Bleed Rec/s,Injector stats,16,Récup saignement/s,
bleed immune,Injector stats,16,immunité saignement,
Bleed Immune,Injector stats,16,Immunité saignement,
max stamina,Injector stats,16,endurance max,
Max Stamina,Injector stats,16,Endurance max,
Stamina Regen/s,Injector stats,16,Régén endurance/s,
Rad Regen/s,Injector stats,16,Régén rad/s,
Rad Defence,Injector stats,16,Défense rad,
Hunger/s,Injector stats,16,Faim/s,
Thirst/s,Injector stats,16,Soif/s,
Min Dur.,Item Stats,16,Dur. min.,
Max Dur.,Item Stats,16,Dur. max.,
Cond. Gain,Item Stats,16,Gain cond.,
Hold ctrl while dragging an item to divide its quantity,Loading screen tips,256,Maintiens Ctrl en glissant un objet pour diviser quantité,
Scroll mouse wheel to select a different interaction option,Loading screen tips,256,Molette souris pour changer option interaction,
Hold ctrl and click an item to move it quickly,Loading screen tips,256,Ctrl + clic pour déplacer objet rapidement,
Weapons can be modded only in the bunker,Loading screen tips,256,Armes modifiables uniquement au bunker,
Hunger and thirst do not decrease in the bunker,Loading screen tips,256,Faim/soif ne diminuent pas au bunker,
Weight carried and running influence accumulated fatigue,Loading screen tips,256,Poids porté et course augmentent fatigue accumulée,
You can add a marker on the minimap by pressing RMB,Loading screen tips,256,Clic droit pour ajouter marqueur minimap,
The doctor can heal you,Loading screen tips,256,Le docteur peut te soigner,
Shooting with a scope grants 100% accuracy and no bullet travel time,Loading screen tips,256,"Tir lunette = 100% précision, pas de temps de vol balle",
"Weapons durability influence the accuracy, damage and the chance of jam",Loading screen tips,256,"Durabilité arme influence précision, dégâts et risque enrayage",
"Before using a kit for a module, you must first install it via the Personal Device",Loading screen tips,256,Installe module via appareil personnel avant kit,
Use a repair kit restore the durability of weapons and armour,Loading screen tips,256,Kit réparation restaure durabilité armes/armures,
Once you have reached the maximum level of a skill you can select a specialisation,Loading screen tips,256,Niveau max compétence → choisis spécialisation,
You move slowly if overencumbered,Loading screen tips,256,Déplacement lent si surchargé,
"To increase the number of stashes in the bunker, you have to build a storage kit",Loading screen tips,256,Augmente caches bunker avec kit stockage,
"You can die quickly, choose wisely when to engage",Loading screen tips,256,"Mort rapide, choisis bien quand engager",
You can only die of radiation when the indicator is red,Loading screen tips,256,Mort radiation seulement si indicateur rouge,
Enemies have reduced vision at night,Loading screen tips,256,Vision ennemis réduite la nuit,
Wounds decrease your max HP,Loading screen tips,256,Blessures diminuent PV max,
Press Fire Button to end an animation,Loading screen tips,256,Appuie tir pour terminer animation,
Press R to rotate an item whilst in the inventory screen,Loading screen tips,256,R pour tourner objet en inventaire,
You can mitigate your weapons recoil by pulling back in the opposite direction.,Loading screen tips,256,Réduis recul en tirant en sens inverse,
Reticle placement matters. Reduce glancing shots by having your reticle directly over your target when shooting.,Loading screen tips,256,Placement réticule important. Réduis tirs rasants en visant directement,
"Swapping to a pistol is faster than any other type of weapon swap, making it the perfect backup weapon in a pinch.",Loading screen tips,256,"Changement pistolet plus rapide, idéal backup",
"Be vigilant, some enemies are tougher than others, indicated by what armor they are wearing.",Loading screen tips,256,Ennemis plus résistants selon armure portée,
"Grenades are high value items, incredibly useful, but not to be wasted.",Loading screen tips,256,"Grenades précieux, utiles mais pas à gaspiller",
Speak to the Networker in the bunker for additional quests and rewards each day.,Loading screen tips,256,Parle au Réseauteur au bunker pour quêtes/récompenses quotidiennes,
"Knowing your effective range, is knowing your enemies'. Keep an eye on enemy loadouts and adapt your strategy.",Loading screen tips,256,Connaître ta portée = connaître ennemis. Adapte stratégie à leur équipement,
Grenades are a great way to make an enemy move or perish. Use them to push positions.,Loading screen tips,256,Grenades forcent déplacement ou mort. Utilise pour pousser positions,
"Holding RMB to aim your weapon will extend your view distance, with optical scopes increasing it considerably.",Loading screen tips,256,"Viser RMB étend vue, lunettes augmentent beaucoup",
"Attaching a reflex sight to your weapon will make your reticle positioning more forgiving, making glancing shots less likely.",Loading screen tips,256,"Point rouge rend placement réticule plus tolérant, moins de tirs rasants",
Don’t peek the same corner! Enemies will react much more quickly when targeting near your last known position.,Loading screen tips,256,Ne repointe pas le même coin ! Ennemis réagissent vite à ta dernière position,
Landmines are an effective tool to defend against rushing enemies. Just remember where you put them.,Loading screen tips,256,Mines défendent contre rush. Souviens-toi où tu les poses,
"Specialist ammo types can alter a weapon's effective range, such as shotguns and slugs.",Loading screen tips,256,"Munitions spéciales changent portée effective, ex. chevrotine/slug fusil pompe",
Enemies will remember your last position in an encounter. Use that against them with flanking tactics.,Loading screen tips,256,Ennemis mémorisent ta dernière position. Flanque-les,
Shotguns and SMGs offer unmatched firepower at close ranges.,Loading screen tips,256,Fusils pompe et PM offrent puissance inégalée au corps-à-corps,
"Snipers & DMR’s have the longest effective ranges out of any weapon types, but will struggle to make full contact shots at close range, best complemented with a short range weapon for close combat.",Loading screen tips,256,"Snipers/DMR ont plus longue portée, mais faibles au CQC. Complète avec arme courte",
Counter incoming flashbangs by looking away to counter the blinding effects.,Loading screen tips,256,Regarde ailleurs pour contrer flashs entrants,
Join the Discord server to stay up-to-date with the game development (click on Patch Notes in the main menu),Loading screen tips,256,Rejoins Discord pour suivre dev (Patch Notes menu principal),
Igor's house,Marker names,48,Maison d'Igor,
Normal,Marker names,48,Normal,
Crimson outpost,Marker names,48,Avant-poste Cramoisi,
Christmas Airdrop,Marker names,48,Largage Noël,
Always remember to bring food and drink with you,"Tips, currently unused",256,N'oublie pas nourriture et boisson,
If you haven't slept in a while you'll start to lose stamina max,"Tips, currently unused",256,"Sans sommeil, endurance max diminue",
"Doctor can cure hp, wounds and radiation","Tips, currently unused",256,"Docteur soigne PV, blessures et radiation",
"Weapons in poor condition do less damage, are inaccurate and can jam","Tips, currently unused",256,"Armes usées : moins dégâts, imprécises, risquent enrayage",
You can repair weapons and armor by yourself if you have the workshop module,"Tips, currently unused",256,Répare armes/armures toi-même avec module atelier,
"Pay attention to your stamina, always keep some in case you need to escape quickly","Tips, currently unused",256,"Surveille endurance, garde-en pour fuir vite",
By increasing your reputation level you'll unlock new missions and new equipment from the vendors,"Tips, currently unused",256,Réputation ↑ → nouvelles missions et équipement marchands,
If you die you will receive half the experience,"Tips, currently unused",256,Mort = moitié XP,
"In each map there are hidden stashes, they can contain anything.","Tips, currently unused",256,Cartes ont caches cachées avec n'importe quoi,
Transfusion 1,Skill Names,64,Transfusion 1,
Increase max HP by 10,Skill Descriptions,128,Augmente PV max de 10,
Transfusion 2,Skill Names,64,Transfusion 2,
Increase max HP by 10,Skill Descriptions,128,Augmente PV max de 10,
Mutated Platelet,Skill Names,64,Plaquette mutée,
Restore 0.5% of missing HP every second,Skill Descriptions,128,"Restaure 0,5 % PV manquants par seconde",
Veteran,Skill Names,64,Vétéran,
+10% weapon damage,Skill Descriptions,128,+10 % dégâts armes,
Integrated Armor,Skill Names,64,Armure intégrée,
-10% damage received,Skill Descriptions,128,-10 % dégâts reçus,
Sixth sense,Skill Names,64,Sixième sens,
15% chance to not die from a fatal hit,Skill Descriptions,128,15 % chance de survivre coup fatal,
Strong Blood,Skill Names,64,Sang fort,
-30% chance to bleed,Skill Descriptions,128,-30 % chance saignement,
Critical shot,Skill Names,64,Tir critique,
15% to kill the target if their HP is less than 20%,Skill Descriptions,128,15 % tuer cible si PV < 20 %,
Soldier training,Skill Names,64,Entraînement soldat,
+10% accuracy and -10% recoil,Skill Descriptions,128,+10 % précision -10 % recul,
Basic craftmanship course,Skill Names,64,Cours artisanat basique,
Unlock basic gear crafting,Skill Descriptions,128,Débloque fabrication équipement basique,
Master craftmeaship course,Skill Names,64,Cours artisanat maître,
Unlock all crafting,Skill Descriptions,128,Débloque toute fabrication,
Advanced craftmanship course,Skill Names,64,Cours artisanat avancé,
Unlock more crafting,Skill Descriptions,128,Débloque plus de fabrication,
Charisma 1,Skill Names,64,Charisme 1,
Increase selling price by 5%,Skill Descriptions,"128+5 % prix vente""",,
Charisma 2,Skill Names,64,Charisme 2,
Increase selling price by 7%,Skill Descriptions,"128+7 % prix vente""",,
Friend or the train conductor,Skill Names,64,Ami du conducteur,
Decrease the price of entering a map by 25%,Skill Descriptions,"128-25 % prix entrée carte""",,
Just because it is you,Skill Names,64,Juste parce que c'est toi,
Traders sell more quantity of items,Skill Descriptions,128,Marchands vendent plus d'objets,
Inventory 1,Skill Names,64,Inventaire 1,
Unlock more items from traders,Skill Descriptions,128,Débloque plus d'objets marchands,
Lost and found,Skill Names,64,Objets perdus/trouvés,
Unlock the trader which sells random stuff,Skill Descriptions,128,Débloque marchand objets aléatoires,
Survival kit,Skill Names,64,Kit survie,
Traders sell more medikit and ammo,Skill Descriptions,128,Marchands vendent plus trousses et munitions,
Inventory 2,Skill Names,64,Inventaire 2,
Unlock more items from traders,Skill Descriptions,128,Débloque plus d'objets marchands,
Quest devourer,Skill Names,64,Dévoreur de quêtes,
Increase quest experience by 30%,Skill Descriptions,128,Augmente l'XP des quêtes de 30 %,
Deposit 1,Skill Names,64,Dépôt 1,
You gain 1 more personal chest,Skill Descriptions,128,Vous gagnez 1 coffre personnel supplémentaire,
Deposit 2,Skill Names,64,Dépôt 2,
You gain two more personal chest,Skill Descriptions,128,Vous gagnez 2 coffres personnels supplémentaires,
Tip,Skill Names,64,Astuce,
Increase the reward of quests,Skill Descriptions,128,Augmente les récompenses des quêtes,
Strong shoulders,Skill Names,64,Épaules solides,
Increase max weight by 10,Skill Descriptions,128,Augmente le poids max de 10,
Strong stomach,Skill Names,64,Estomac solide,
You can eat everything without be irradiated,Skill Descriptions,128,Vous pouvez manger n'importe quoi sans subir d'irradiation,
Steel skin,Skill Names,64,Peau d'acier,
Radiations under 90msv/hour don't harm you,Skill Descriptions,128,Radiations inférieures à 90 mSv/h ne vous affectent pas,
Gold digger,Skill Names,64,Chercheur d'or,
Greatly increase the amount of items found in chests,Skill Descriptions,128,Augmente fortement la quantité d'objets trouvés dans les coffres,
Cardio,Skill Names,64,Cardio,
Increase stamina by 15 points,Skill Descriptions,128,Augmente l'endurance de 15 points,
Marathon runner,Skill Names,64,Coureur de marathon,
Consume 30% less stamina while running,Skill Descriptions,128,Consomme 30 % d'endurance en moins en courant,
Mule,Skill Names,64,Mule,
You can move while overweighted,Skill Descriptions,128,Vous pouvez vous déplacer même en surcharge,
Agility,Skill Names,64,Agilité,
Increase your movement speed by 10%,Skill Descriptions,128,Augmente votre vitesse de déplacement de 10 %,
Good finder,Skill Names,64,Bon chercheur,
Slightly increase the amount of items found in chests,Skill Descriptions,128,Augmente légèrement la quantité d'objets trouvés dans les coffres,
Wanderer,Skill Names,64,Vagabond,
Increase max weight by 5 and gain 5% more expereince,Skill Descriptions,128,Augmente le poids max de 5 et gagne 5 % d'XP en plus,
Sharp eye,Skill Names,64,Œil vif,
Increase the amount of secret stash on maps,Skill Descriptions,128,Augmente le nombre de caches secrètes sur les cartes,
Fast hands,Skill Names,64,Mains rapides,
Decrease the looting time by 50%,Skill Descriptions,128,Réduit le temps de pillage de 50 %,
Fitness,Skill Names,64,Condition physique,
Increase your physical stats,Skill Descriptions,256,Améliore vos stats physiques,
+2 stamina per level,Skill Value Descriptions,128,+2 endurance par niveau,
Jogger,Skill Names,64,Jogger,
Increase stamina and running does not cost stamina if you are under a certain weight,Skill Descriptions,256,Augmente l'endurance et la course ne coûte pas d'endurance sous un certain poids,
+10 +2 stamina per level\nFree run under 20 + 2 per level kg,Skill Value Descriptions,128,+10 +2 endurance par niveau\nCourse gratuite sous 20 + 2 kg par niveau,
Mule,Skill Names,64,Mule,
Greatly increase your max weight,Skill Descriptions,256,Augmente fortement votre poids max,
+5 +0.6 max carry weight per level,Skill Value Descriptions,128,+5 +0.6 poids max porté par niveau,
Sprinter,Skill Names,64,Sprinteur,
Slightly increase stamina and running speed and reduce running cost,Skill Descriptions,256,"Augmente légèrement l'endurance, la vitesse de course et réduit le coût de course",
+5 +1 stamina per level\n+5% +1% running speed per level\n-30% -2% running cost per level,Skill Value Descriptions,128,+5 +1 endurance par niveau\n+5% +1% vitesse de course par niveau\n-30% -2% coût de course par niveau,
Style,Skill Names,64,Style,
Increase your looting speed,Skill Descriptions,256,Augmente votre vitesse de pillage,
+3% looting speed per level,Skill Value Descriptions,128,+3 % vitesse de pillage par niveau,
Loot Goblin,Skill Names,64,Gobelin de butin,
Greatly increase Looting speed. Can see chest through walls. Slightly more loot in chests.,Skill Descriptions,256,Augmente fortement la vitesse de pillage. Permet de voir les coffres à travers les murs. Légèrement plus de butin dans les coffres.,
+30% + 3% looting speed per level\n20% +2% more loot in chest per level,Skill Value Descriptions,128,+30% + 3% vitesse de pillage par niveau\n+20% +2% butin dans les coffres par niveau,
Stealth,Skill Names,64,Furtivité,
Decrease enemies' sight range.\nEnemies take longer to detect you.\nMore damage while not detected.,Skill Descriptions,256,Réduit la portée de vue des ennemis.\nLes ennemis mettent plus de temps à vous détecter.\nPlus de dégâts quand non détecté.,
-10% -1% enemies sight range per level.\n100% +5% detection time per level.\n+10% +2% damage while not detected per level,Skill Value Descriptions,128,-10% -1% portée de vue ennemis par niveau.\n+100% +5% temps de détection par niveau.\n+10% +2% dégâts quand non détecté par niveau,
Scout,Skill Names,64,Éclaireur,
Slightly Looting speed.\nEnemies are visible for a longer time.\nMore hidden stash on maps.,Skill Descriptions,256,Légère augmentation de la vitesse de pillage.\nLes ennemis restent visibles plus longtemps.\nPlus de caches cachées sur les cartes.,
10% +2% looting speed per level.\n20% +3% time enemies are visible.\n+30% +2% more hidden chest per level,Skill Value Descriptions,"128+10% +2% vitesse de pillage par niveau.\n+20% +3% temps de visibilité des ennemis.\n+30% +2% coffres cachés par niveau""",,
Shooting,Skill Names,64,Tir,
Increase your shooting abilities,Skill Descriptions,256,Améliore vos capacités de tir,
-2% recoil per level.\n+1% reloading speed per level,Skill Value Descriptions,128,-2 % recul par niveau.\n+1 % vitesse de rechargement par niveau,
Operator,Skill Names,64,Opérateur,
Greatly reduce recoil and slightly increase reloading speed,Skill Descriptions,256,Réduit fortement le recul et augmente légèrement la vitesse de rechargement,
-15% -2% recoil per level.\n+5% +1% reloading speed per level,Skill Value Descriptions,128,-15% -2% recul par niveau.\n+5% +1% vitesse de rechargement par niveau,
Fast Hands,Skill Names,64,Mains rapides,
Greatly increase reloading speed and slightly decrease recoil,Skill Descriptions,256,Augmente fortement la vitesse de rechargement et réduit légèrement le recul,
-5% -1% recoil per level.\n+20% +2% reloading speed per level,Skill Value Descriptions,128,-5% -1% recul par niveau.\n+20% +2% vitesse de rechargement par niveau,
Sniper,Skill Names,64,Sniper,
Greatly increase ergonomic while aiming. Greatly increase damage while aiming,Skill Descriptions,256,Augmente fortement l'ergonomie en visée et les dégâts en visée,
+100% +10% ergonomic while aiming per level. +50% +8% damage while aiming per level,Skill Value Descriptions,"128+100% +10% ergonomie en visée par niveau. +50% +8% dégâts en visée par niveau""",,
Charisma,Skill Names,64,Charisme,
Better deals with vendors,Skill Descriptions,256,Meilleurs deals avec les marchands,
+1% selling price per level. +2% traders money per level.,Skill Value Descriptions,"128+1% prix de vente par niveau. +2% argent des marchands par niveau.""",,
Charm,Skill Names,64,Charme,
Traders have more roubles,Skill Descriptions,256,Les marchands ont plus de roubles,
Traders have +50% + 6% roubles per level,Skill Value Descriptions,128,Les marchands ont +50% +6% roubles par niveau,
Storage,Skill Names,64,Stockage,
Traders have more of the items they sell,Skill Descriptions,256,Les marchands ont plus d'objets en stock,
Traders have 50% + 5% more items per level,Skill Value Descriptions,128,Les marchands ont 50% +5% objets en plus par niveau,
Workaholic,Skill Names,64,Bourreau de travail,
Increase the rewards from quests,Skill Descriptions,256,Augmente les récompenses des quêtes,
+30% + 3% per level quest reward,Skill Value Descriptions,128,+30% +3% récompenses de quêtes par niveau,
Medicine,Skill Names,64,Médecine,
Allows you to craft more medication based on level if you have an infirmary,Skill Descriptions,256,Permet de fabriquer plus de médicaments selon le niveau si vous avez une infirmerie,
Field medic,Skill Names,64,Médecin de terrain,
Decrease medication usage time,Skill Descriptions,256,Réduit le temps d'utilisation des médicaments,
-40% -6% medication usage time per level,Skill Value Descriptions,128,-40% -6% temps d'utilisation des médicaments par niveau,
Pharmacist,Skill Names,64,Pharmacien,
Allows you to craft injectors based on level if you have an infirmary,Skill Descriptions,256,Permet de fabriquer des injecteurs selon le niveau si vous avez une infirmerie,
Cooking,Skill Names,64,Cuisine,
Learn new recipes to cook in the kitchen and slightly increase the nutritional value of the foods you create,Skill Descriptions,256,Apprenez de nouvelles recettes pour cuisiner et augmentez légèrement la valeur nutritive des aliments préparés,
+3% nutrition from your cooked meals per level,Skill Value Descriptions,128,+3% nutrition des repas cuisinés par niveau,
Chef,Skill Names,64,Chef,
Learn more recipes and greatly increase the nutritional value of the foods you create,Skill Descriptions,256,Apprenez plus de recettes et augmentez fortement la valeur nutritive des aliments préparés,
+30% +5% nutrition from your cooked meals per level,Skill Value Descriptions,128,+30% +5% nutrition des repas cuisinés par niveau,
Nutritionist,Skill Names,64,Nutritionniste,
When you're not starving or dehydrated you get more health and stamina,Skill Descriptions,256,"Quand vous n'êtes ni affamé ni déshydraté, vous gagnez plus de santé et d'endurance",
+10 +2 hp per level. +15 +2 stamina per level.,Skill Value Descriptions,128,+10 +2 PV par niveau. +15 +2 endurance par niveau.,
Gunsmith,Skill Names,64,Armurier,
Allows you to craft ammunition (Ammo producer tier 1 required) and repair kit based on the level,Skill Descriptions,256,Permet de fabriquer des munitions (producteur de munitions niv. 1 requis) et des kits de réparation selon le niveau,
Modder,Skill Names,64,Moddeur,
Mounted mods are more effective,Skill Descriptions,256,Les mods montés sont plus efficaces,
+15% + 3% effectivness of mounted mod per level,Skill Value Descriptions,128,+15% +3% efficacité des mods montés par niveau,
Gear lover,Skill Names,64,Amateur d'équipement,
Greatly Decrease the durability loss for weapons and armor,Skill Descriptions,256,Réduit fortement la perte de durabilité des armes et armures,
-20% -5% weapons and armors durability loss per level,Skill Value Descriptions,128,-20% -5% perte de durabilité armes/armures par niveau,
Stash,Teleport Location,16,Cache,
Remove Quest,PDA Quest,24,Supprimer quête,
TEXT,PDA Quest,16,TEXTE,
OBJECTIVE,PDA Quest,16,OBJECTIF,
Objective,PDA Quest,16,Objectif,
Giver,PDA Quest,16,Donneur,
Slot 1,Base Building Slots,24,Emplacement 1,
Slot 2,Base Building Slots,24,Emplacement 2,
